preserved_info_bin,frontier_viability,support,method,frontier_viability_smooth
0.0,-1.3372756384072693,168,kmeans_profile,-1.3372756384072693
0.008195906459904242,-1.3372756384072693,12,affinity_rank_group,-1.3372756384072693
0.012990204398366505,-1.3372756384072693,12,balanced_random_group,-1.3372756384072693
0.016391812919808485,-1.3372756384072693,12,affinity_rank_group,-1.3372756384072693
0.01639181291980849,-1.3372756384072693,48,prefix_group,-1.3372756384072693
0.021420970673676428,-1.3372756384072693,10,balanced_random_group,-1.3372756384072693
0.024587719379712727,-1.3372756384072693,12,affinity_rank_group,-1.3372756384072693
0.030344758216346458,-1.3372756384072693,11,affinity_rank_group,-1.3372756384072693
0.031065450429119384,-1.3372756384072693,12,prefix_group,-1.3364887424062213
0.0333563509764495,-1.3364887424062213,9,balanced_random_group,-1.3364887424062213
0.03621270624409081,-1.3364887424062213,6,balanced_random_group,-1.3364887424062213
0.03898504659201809,-1.3364887424062213,10,affinity_rank_group,-1.3364887424062213
0.04205447394345514,-1.3364887424062213,9,affinity_rank_group,-1.3364887424062213
0.04434752429148259,-1.3364887424062213,5,affinity_rank_group,-1.3364887424062213
0.04738887993748478,-1.3364887424062213,24,prefix_group,-1.3364887424062213
0.04741284375655672,-1.3364887424062213,12,affinity_rank_group,-1.3364887424062213
0.05096199758136613,-1.3364887424062213,24,prefix_group,-1.3364887424062213
0.05102173389955768,-1.3364887424062213,9,balanced_random_group,-1.3364887424062213
0.053620665414094805,-1.3364887424062213,6,affinity_rank_group,-1.3364887424062213
0.05602348753829499,-1.3364887424062213,9,affinity_rank_group,-1.3364887424062213
0.05945566384492715,-1.3364887424062213,6,affinity_rank_group,-1.3364887424062213
0.06213090085823877,-1.3364887424062213,6,prefix_group,-1.3364887424062213
0.06423944564172065,-1.3364887424062213,6,prefix_group,-1.3364887424062213
0.06794933010848818,-1.3364887424062213,12,prefix_group,-1.3364887424062213
