condition,viability_def,inherit_prob,analysis_set,tolerance,smoothing_window,semantic_info,target_reached
selective,negative_protocell_compositional_entropy,0.2,kmeans_profile_only_mechanistic,0.025,5,0.0,True
selective,negative_protocell_compositional_entropy,0.2,kmeans_profile_only_mechanistic,0.05,5,0.0,True
selective,negative_protocell_compositional_entropy,0.3,kmeans_profile_only_mechanistic,0.01,1,0.0,True
selective,negative_protocell_compositional_entropy,0.3,kmeans_profile_only_mechanistic,0.025,1,0.0,True
selective,negative_protocell_compositional_entropy,0.3,kmeans_profile_only_mechanistic,0.05,1,0.0,True
selective,negative_protocell_compositional_entropy,0.3,kmeans_profile_only_mechanistic,0.01,2,0.0,True
selective,negative_protocell_compositional_entropy,0.3,kmeans_profile_only_mechanistic,0.025,2,0.0,True
selective,negative_protocell_compositional_entropy,0.3,kmeans_profile_only_mechanistic,0.05,2,0.0,True
selective,negative_protocell_compositional_entropy,0.3,kmeans_profile_only_mechanistic,0.01,3,0.0,True
selective,negative_protocell_compositional_entropy,0.3,kmeans_profile_only_mechanistic,0.025,3,0.0,True
selective,negative_protocell_compositional_entropy,0.3,kmeans_profile_only_mechanistic,0.05,3,0.0,True
selective,negative_protocell_compositional_entropy,0.3,kmeans_profile_only_mechanistic,0.01,5,0.0,True
selective,negative_protocell_compositional_entropy,0.3,kmeans_profile_only_mechanistic,0.025,5,0.0,True
selective,negative_protocell_compositional_entropy,0.3,kmeans_profile_only_mechanistic,0.05,5,0.0,True
selective,negative_protocell_compositional_entropy,0.4,kmeans_profile_only_mechanistic,0.01,1,0.0,True
selective,negative_protocell_compositional_entropy,0.4,kmeans_profile_only_mechanistic,0.025,1,0.0,True
selective,negative_protocell_compositional_entropy,0.4,kmeans_profile_only_mechanistic,0.05,1,0.0,True
selective,negative_protocell_compositional_entropy,0.4,kmeans_profile_only_mechanistic,0.01,2,0.0,True
selective,negative_protocell_compositional_entropy,0.4,kmeans_profile_only_mechanistic,0.025,2,0.0,True
selective,negative_protocell_compositional_entropy,0.4,kmeans_profile_only_mechanistic,0.05,2,0.0,True
selective,negative_protocell_compositional_entropy,0.4,kmeans_profile_only_mechanistic,0.01,3,0.0,True
selective,negative_protocell_compositional_entropy,0.4,kmeans_profile_only_mechanistic,0.025,3,0.0,True
selective,negative_protocell_compositional_entropy,0.4,kmeans_profile_only_mechanistic,0.05,3,0.0,True
selective,negative_protocell_compositional_entropy,0.4,kmeans_profile_only_mechanistic,0.01,5,0.0,True
selective,negative_protocell_compositional_entropy,0.4,kmeans_profile_only_mechanistic,0.025,5,0.0,True
selective,negative_protocell_compositional_entropy,0.4,kmeans_profile_only_mechanistic,0.05,5,0.0,True
selective,negative_protocell_compositional_entropy,0.5,kmeans_profile_only_mechanistic,0.01,1,0.0,True
selective,negative_protocell_compositional_entropy,0.5,kmeans_profile_only_mechanistic,0.025,1,0.0,True
selective,negative_protocell_compositional_entropy,0.5,kmeans_profile_only_mechanistic,0.05,1,0.0,True
selective,negative_protocell_compositional_entropy,0.5,kmeans_profile_only_mechanistic,0.01,2,0.0,True
selective,negative_protocell_compositional_entropy,0.5,kmeans_profile_only_mechanistic,0.025,2,0.0,True
selective,negative_protocell_compositional_entropy,0.5,kmeans_profile_only_mechanistic,0.05,2,0.0,True
selective,negative_protocell_compositional_entropy,0.5,kmeans_profile_only_mechanistic,0.01,3,0.0,True
selective,negative_protocell_compositional_entropy,0.5,kmeans_profile_only_mechanistic,0.025,3,0.0,True
selective,negative_protocell_compositional_entropy,0.5,kmeans_profile_only_mechanistic,0.05,3,0.0,True
selective,negative_protocell_compositional_entropy,0.5,kmeans_profile_only_mechanistic,0.01,5,0.0,True
selective,negative_protocell_compositional_entropy,0.5,kmeans_profile_only_mechanistic,0.025,5,0.0,True
selective,negative_protocell_compositional_entropy,0.5,kmeans_profile_only_mechanistic,0.05,5,0.0,True
selective,negative_protocell_compositional_entropy,0.6,kmeans_profile_only_mechanistic,0.01,1,0.0,True
selective,negative_protocell_compositional_entropy,0.6,kmeans_profile_only_mechanistic,0.025,1,0.0,True
selective,negative_protocell_compositional_entropy,0.6,kmeans_profile_only_mechanistic,0.05,1,0.0,True
selective,negative_protocell_compositional_entropy,0.6,kmeans_profile_only_mechanistic,0.01,2,0.0,True
selective,negative_protocell_compositional_entropy,0.6,kmeans_profile_only_mechanistic,0.025,2,0.0,True
selective,negative_protocell_compositional_entropy,0.6,kmeans_profile_only_mechanistic,0.05,2,0.0,True
selective,negative_protocell_compositional_entropy,0.6,kmeans_profile_only_mechanistic,0.01,3,0.0,True
selective,negative_protocell_compositional_entropy,0.6,kmeans_profile_only_mechanistic,0.025,3,0.0,True
selective,negative_protocell_compositional_entropy,0.6,kmeans_profile_only_mechanistic,0.05,3,0.0,True
selective,negative_protocell_compositional_entropy,0.6,kmeans_profile_only_mechanistic,0.01,5,0.0,True
selective,negative_protocell_compositional_entropy,0.6,kmeans_profile_only_mechanistic,0.025,5,0.0,True
selective,negative_protocell_compositional_entropy,0.6,kmeans_profile_only_mechanistic,0.05,5,0.0,True
selective,negative_protocell_compositional_entropy,0.7,kmeans_profile_only_mechanistic,0.01,1,0.0,True
selective,negative_protocell_compositional_entropy,0.7,kmeans_profile_only_mechanistic,0.025,1,0.0,True
selective,negative_protocell_compositional_entropy,0.7,kmeans_profile_only_mechanistic,0.05,1,0.0,True
selective,negative_protocell_compositional_entropy,0.7,kmeans_profile_only_mechanistic,0.01,2,0.0,True
selective,negative_protocell_compositional_entropy,0.7,kmeans_profile_only_mechanistic,0.025,2,0.0,True
selective,negative_protocell_compositional_entropy,0.7,kmeans_profile_only_mechanistic,0.05,2,0.0,True
selective,negative_protocell_compositional_entropy,0.7,kmeans_profile_only_mechanistic,0.01,3,0.0,True
selective,negative_protocell_compositional_entropy,0.7,kmeans_profile_only_mechanistic,0.025,3,0.0,True
selective,negative_protocell_compositional_entropy,0.7,kmeans_profile_only_mechanistic,0.05,3,0.0,True
selective,negative_protocell_compositional_entropy,0.7,kmeans_profile_only_mechanistic,0.01,5,0.0,True
selective,negative_protocell_compositional_entropy,0.7,kmeans_profile_only_mechanistic,0.025,5,0.0,True
selective,negative_protocell_compositional_entropy,0.7,kmeans_profile_only_mechanistic,0.05,5,0.0,True
selective,negative_protocell_compositional_entropy,0.8,kmeans_profile_only_mechanistic,0.01,1,0.0,True
selective,negative_protocell_compositional_entropy,0.8,kmeans_profile_only_mechanistic,0.025,1,0.0,True
selective,negative_protocell_compositional_entropy,0.8,kmeans_profile_only_mechanistic,0.05,1,0.0,True
selective,negative_protocell_compositional_entropy,0.8,kmeans_profile_only_mechanistic,0.01,2,0.0,True
selective,negative_protocell_compositional_entropy,0.8,kmeans_profile_only_mechanistic,0.025,2,0.0,True
selective,negative_protocell_compositional_entropy,0.8,kmeans_profile_only_mechanistic,0.05,2,0.0,True
selective,negative_protocell_compositional_entropy,0.8,kmeans_profile_only_mechanistic,0.01,3,0.0,True
selective,negative_protocell_compositional_entropy,0.8,kmeans_profile_only_mechanistic,0.025,3,0.0,True
selective,negative_protocell_compositional_entropy,0.8,kmeans_profile_only_mechanistic,0.05,3,0.0,True
selective,negative_protocell_compositional_entropy,0.8,kmeans_profile_only_mechanistic,0.01,5,0.0,True
selective,negative_protocell_compositional_entropy,0.8,kmeans_profile_only_mechanistic,0.025,5,0.0,True
selective,negative_protocell_compositional_entropy,0.8,kmeans_profile_only_mechanistic,0.05,5,0.0,True
selective,negative_protocell_compositional_entropy,0.9,kmeans_profile_only_mechanistic,0.01,1,0.0,True
selective,negative_protocell_compositional_entropy,0.9,kmeans_profile_only_mechanistic,0.025,1,0.0,True
selective,negative_protocell_compositional_entropy,0.9,kmeans_profile_only_mechanistic,0.05,1,0.0,True
selective,negative_protocell_compositional_entropy,0.9,kmeans_profile_only_mechanistic,0.01,2,0.0,True
selective,negative_protocell_compositional_entropy,0.9,kmeans_profile_only_mechanistic,0.025,2,0.0,True
selective,negative_protocell_compositional_entropy,0.9,kmeans_profile_only_mechanistic,0.05,2,0.0,True
selective,negative_protocell_compositional_entropy,0.9,kmeans_profile_only_mechanistic,0.01,3,0.0,True
selective,negative_protocell_compositional_entropy,0.9,kmeans_profile_only_mechanistic,0.025,3,0.0,True
selective,negative_protocell_compositional_entropy,0.9,kmeans_profile_only_mechanistic,0.05,3,0.0,True
selective,negative_protocell_compositional_entropy,0.9,kmeans_profile_only_mechanistic,0.01,5,0.0,True
selective,negative_protocell_compositional_entropy,0.9,kmeans_profile_only_mechanistic,0.025,5,0.0,True
selective,negative_protocell_compositional_entropy,0.9,kmeans_profile_only_mechanistic,0.05,5,0.0,True
selective,negative_protocell_compositional_entropy,1.0,kmeans_profile_only_mechanistic,0.01,1,0.0,True
selective,negative_protocell_compositional_entropy,1.0,kmeans_profile_only_mechanistic,0.025,1,0.0,True
selective,negative_protocell_compositional_entropy,1.0,kmeans_profile_only_mechanistic,0.05,1,0.0,True
selective,negative_protocell_compositional_entropy,1.0,kmeans_profile_only_mechanistic,0.01,2,0.0,True
selective,negative_protocell_compositional_entropy,1.0,kmeans_profile_only_mechanistic,0.025,2,0.0,True
selective,negative_protocell_compositional_entropy,1.0,kmeans_profile_only_mechanistic,0.05,2,0.0,True
selective,negative_protocell_compositional_entropy,1.0,kmeans_profile_only_mechanistic,0.01,3,0.0,True
selective,negative_protocell_compositional_entropy,1.0,kmeans_profile_only_mechanistic,0.025,3,0.0,True
selective,negative_protocell_compositional_entropy,1.0,kmeans_profile_only_mechanistic,0.05,3,0.0,True
selective,negative_protocell_compositional_entropy,1.0,kmeans_profile_only_mechanistic,0.01,5,0.0,True
selective,negative_protocell_compositional_entropy,1.0,kmeans_profile_only_mechanistic,0.025,5,0.0,True
selective,negative_protocell_compositional_entropy,1.0,kmeans_profile_only_mechanistic,0.05,5,0.0,True
